"Format","PiBoSo CSV File"
"Venue","Circuit International d'Essay"
"Vehicle","CRG Mini60"
"User","Antoine Celles"
"Data Source","Kart Racing Pro"
"Comment",""
"Date","10/31/23"
"Time","18:37:43"
"Sample Rate","10"
"Duration","297.298"
"Segment","Session"
"Beacon Markers","64.470, 122.202, 178.989, 236.464, 293.384"

"Time","Distance","Engine","CylHeadTemp","WaterTemp","Gear","Speed","LatAcc","LonAcc","Steer","Throttle","Brake","FrontBrakes","Clutch","YawVel","PosX","PosY"
"s","m","rpm","C","C","","km/h","G","G","deg","%","%","%","%","deg/s","m","m"

"11.901","133.859","11313","109.077797","0.000000","0","79.930186","0.083736","0.193350","0.696539","100.000000","0.000000","0.000000","0.000000","2.070497","82.536865","52.468391"
"12.001","136.086","11438","109.169983","0.000000","0","80.592538","0.004981","0.192184","-0.398496","100.000000","0.000000","0.000000","0.000000","-0.481424","82.342865","50.249321"
"12.101","138.333","11503","109.259766","0.000000","0","81.284683","-0.058177","0.200087","-0.862498","100.000000","0.000000","0.000000","0.000000","-1.723187","82.146851","48.011547"
"12.201","140.597","11612","109.347557","0.000000","0","81.914948","-0.080137","0.168922","-0.862498","100.000000","0.000000","0.000000","0.000000","-2.037095","81.954605","45.754898"
"12.301","142.880","11667","109.432053","0.000000","0","82.572569","-0.058519","0.188804","-0.840662","100.000000","0.000000","0.000000","0.000000","-1.712833","81.768265","43.480358"
"12.401","145.179","11747","109.514595","0.000000","0","83.187721","-0.056088","0.167504","-0.420331","100.000000","0.000000","0.000000","0.000000","-1.457037","81.586815","41.187710"
"12.501","147.496","11871","109.593803","0.000000","0","83.768259","0.026967","0.189133","0.160314","100.000000","0.000000","0.000000","0.000000","1.130939","81.408928","38.877907"
"12.601","149.829","11902","109.670540","0.000000","0","84.381077","0.026201","0.163187","0.204539","100.000000","0.000000","0.000000","0.000000","0.414512","81.228523","36.551777"
"12.701","152.178","12012","109.744576","0.000000","0","84.927496","0.028659","0.159646","0.381438","100.000000","0.000000","0.000000","0.000000","0.857569","81.044540","34.209846"
"12.801","154.543","12068","109.815773","0.000000","0","85.493333","0.080757","0.148579","0.812629","100.000000","0.000000","0.000000","0.000000","2.253082","80.855019","31.852732"
"12.901","156.923","12143","109.884323","0.000000","0","86.027289","0.078809","0.145758","0.740764","100.000000","0.000000","0.000000","0.000000","1.765135","80.656868","29.481178"
"13.001","159.317","12216","109.950279","0.000000","0","86.554845","0.073999","0.153766","0.696539","100.000000","0.000000","0.000000","0.000000","1.945747","80.449287","27.095560"
"13.101","161.726","12252","110.014198","0.000000","0","87.079985","0.087025","0.133779","0.585977","100.000000","0.000000","0.000000","0.000000","1.946431","80.231934","24.696449"
"13.201","164.149","12360","110.075310","0.000000","0","87.553619","0.055024","0.143242","0.409078","100.000000","0.000000","0.000000","0.000000","0.925401","80.006355","22.284134"
"13.301","166.585","12397","110.134193","0.000000","0","88.057061","0.055903","0.132953","0.381438","100.000000","0.000000","0.000000","0.000000","1.309415","79.773750","19.858757"
"13.401","169.034","12473","110.191002","0.000000","0","88.517093","0.034195","0.127381","0.381438","100.000000","0.000000","0.000000","0.000000","1.042873","79.534729","17.420704"
"13.501","171.497","12535","110.245384","0.000000","0","88.980496","0.059619","0.137715","0.453303","100.000000","0.000000","0.000000","0.000000","1.583351","79.289162","14.970316"
"13.601","173.971","12579","110.297989","0.000000","0","89.424756","0.097024","0.112623","0.812629","100.000000","0.000000","0.000000","0.000000","1.961168","79.035843","12.508053"
"13.701","176.452","11827","110.234810","0.000000","0","89.013496","0.198899","-0.586649","2.288628","9.775171","79.276642","0.000000","0.000000","4.858588","78.772408","10.040316"
"13.801","178.885","10516","109.885689","0.000000","0","86.462986","0.476876","-0.800280","3.659593","0.000000","91.104599","0.000000","0.000000","18.176840","78.489136","7.622758"
"13.901","181.237","9932","109.534637","0.000000","0","83.379199","0.629429","-0.909454","2.719818","0.000000","92.864128","0.000000","0.000000","17.891232","78.169334","5.288048"
"14.001","183.501","9338","109.185585","0.000000","0","80.432254","0.678523","-0.850064","3.322380","0.000000","81.250954","0.000000","0.000000","18.078568","77.803810","3.046388"
"14.101","185.675","9164","108.838547","0.000000","0","77.320315","0.825966","-0.874841","4.334019","0.000000","79.178886","0.000000","0.000000","22.165031","77.385017","0.899335"
"14.201","187.752","9104","108.493515","0.000000","0","74.286990","1.115706","-0.825252","10.613925","0.000000","78.494629","0.000000","0.000000","32.612183","76.901733","-1.146266"
"14.301","189.726","8942","108.150475","0.000000","0","71.178484","1.275880","-0.779725","13.576979","0.000000","70.967743","0.000000","0.000000","45.311558","76.333923","-3.080922"
"14.401","191.592","9271","107.809441","0.000000","0","68.539355","1.534125","-0.574646","11.398912","0.000000","30.303032","0.000000","0.000000","46.977196","75.670731","-4.899343"
"14.501","193.358","9094","107.470398","0.000000","0","66.780478","1.335218","-0.413066","14.992168","0.000000","26.392960","0.000000","0.000000","26.119530","74.902557","-6.609973"
"14.601","195.032","8882","107.133339","0.000000","0","64.880880","1.343528","-0.540555","22.731487","0.000000","30.791790","0.000000","0.000000","40.772984","74.038994","-8.219269"
"14.701","196.772","8807","106.798264","0.000000","0","62.690872","1.668578","-0.604340","23.267712","0.000000","30.791790","0.000000","0.000000","66.381851","73.083359","-9.709305"
"14.801","198.607","8514","106.465164","0.000000","0","60.619778","1.585312","-0.494163","23.356161","0.000000","30.791790","0.000000","0.000000","60.168304","72.032639","-11.058732"
